product_id,category,price,rating,description
65,Home,0.48631455256386885,0.75,"Our Home is elegant and functional, designed for modern use. It's durable and cozy, adding a touch of elegance to your home."
66,Books,0.638100447740027,0.15000000000000002,"Dive into this Books with our engaging and informative read. It's must-read and bestselling, a classic addition to any collection."
67,Books,0.13873862922668612,0.8500000000000001,"Dive into this Books with our informative and engaging read. It's bestselling and must-read, a classic addition to any collection."
68,Beauty,0.6590287485564942,0.275,"Our Beauty features hypoallergenic ingredients and natural ingredients results. It's premium quality and long-lasting, ensuring a luxurious glow."
69,Electronics,0.40440446524443363,0.44999999999999996,"Experience the high-performance of our Electronics with this compact product. It's durable and latest technology, ensuring high performance."
70,Sports,0.6589679693672886,0.625,"This Sports is comfortable and durable, designed for high-performance activities. It's lightweight and professional-grade, ideal for any sports enthusiast."
71,Electronics,0.6571243339613849,0.42500000000000004,"Experience the compact of our Electronics with this latest technology product. It's high-performance and durable, ensuring high performance."
72,Beauty,0.328268400899532,0.025000000000000022,"Our Beauty features luxurious ingredients and premium quality results. It's hypoallergenic and natural ingredients, ensuring a long-lasting glow."
73,Electronics,0.6994671691079641,0.375,"Experience the latest technology of our Electronics with this compact product. It's durable and user-friendly, ensuring high performance."
74,Beauty,0.982151178103284,0.95,"Our Beauty features premium quality ingredients and natural ingredients results. It's hypoallergenic and long-lasting, ensuring a luxurious glow."
75,Electronics,0.059198930286269984,0.8999999999999999,"This Electronics item features compact design and user-friendly functionality. It's high-performance and durable, perfect for everyday use."
76,Electronics,0.4002512206487166,0.2,"This Electronics item features compact design and high-performance functionality. It's user-friendly and latest technology, perfect for everyday use."
77,Clothing,0.35495046496079746,0.6,"This Clothing combines trendy style with stylish comfort. It's versatile and comfortable, suitable for all occasions."
78,Sports,0.8656779918555886,0.04999999999999999,"This Sports is comfortable and durable, designed for lightweight activities. It's professional-grade and high-performance, ideal for any sports enthusiast."
79,Home,0.2837172552118155,0.525,"Our Home is durable and cozy, designed for modern use. It's functional and elegant, adding a touch of elegance to your home."
80,Electronics,0.7101643064081524,0.30000000000000004,"Experience the compact of our Electronics with this high-performance product. It's latest technology and durable, ensuring high performance."
81,Books,0.5707976255596751,0.44999999999999996,"Dive into this Books with our must-read and informative read. It's engaging and classic, a bestselling addition to any collection."
82,Books,0.3063676330557751,0.04999999999999999,"Our Books offers a bestselling experience with must-read insights. It's engaging and classic, ideal for any reader."
83,Clothing,0.7305050750622987,0.175,"Our Clothing is versatile and comfortable, perfect for stylish wear. It's trendy and breathable, making it a staple in any wardrobe."
84,Books,0.49516805445815354,0.75,"Dive into this Books with our engaging and classic read. It's informative and bestselling, a must-read addition to any collection."
85,Clothing,0.2490933770943496,0.175,"Our Clothing is stylish and comfortable, perfect for trendy wear. It's versatile and breathable, making it a staple in any wardrobe."
86,Books,0.08107943840029175,0.15000000000000002,"Our Books offers a bestselling experience with must-read insights. It's classic and engaging, ideal for any reader."
87,Electronics,0.6639721226118843,0.475,"This Electronics item features user-friendly design and latest technology functionality. It's durable and high-performance, perfect for everyday use."
88,Home,0.07619684353410726,0.7749999999999999,"Our Home is cozy and durable, designed for functional use. It's modern and elegant, adding a touch of elegance to your home."
89,Beauty,0.9469802872829677,0.7749999999999999,"Experience hypoallergenic and luxurious care with our Beauty. It's natural ingredients and long-lasting, perfect for a premium quality routine."
90,Sports,0.22125650843817746,0.275,"This Sports is high-performance and comfortable, designed for professional-grade activities. It's lightweight and durable, ideal for any sports enthusiast."
91,Electronics,0.81006503373245,0.525,"Experience the high-performance of our Electronics with this durable product. It's compact and latest technology, ensuring high performance."
92,Home,0.4745233898579793,0.32499999999999996,"Our Home is cozy and elegant, designed for functional use. It's modern and durable, adding a touch of elegance to your home."
93,Electronics,0.4539800239064811,0.0,"Experience the compact of our Electronics with this latest technology product. It's user-friendly and durable, ensuring high performance."
94,Electronics,0.9107356307866853,0.32499999999999996,"This Electronics item features user-friendly design and compact functionality. It's latest technology and high-performance, perfect for everyday use."
95,Electronics,0.6600214753135193,0.025000000000000022,"Experience the latest technology of our Electronics with this user-friendly product. It's high-performance and compact, ensuring high performance."
96,Sports,0.475475597155534,0.22499999999999998,"This Sports is comfortable and durable, designed for high-performance activities. It's lightweight and professional-grade, ideal for any sports enthusiast."
97,Books,0.46236755201685614,0.07500000000000001,"Dive into this Books with our must-read and informative read. It's bestselling and engaging, a classic addition to any collection."
98,Sports,0.8332826840089953,1.0,"Achieve your best with our comfortable and high-performance Sports. It's professional-grade and durable, perfect for lightweight performance."
99,Home,0.07986385461617942,0.4,"Enhance your living space with our cozy and modern Home. It's durable and functional, perfect for any home."
100,Electronics,0.10152150570311393,0.0,"Experience the durable of our Electronics with this compact product. It's high-performance and user-friendly, ensuring high performance."
101,Books,0.7863408902125245,0.275,"Dive into this Books with our informative and must-read read. It's engaging and bestselling, a classic addition to any collection."
102,Electronics,0.0717397029923621,0.875,"Experience the user-friendly of our Electronics with this high-performance product. It's latest technology and durable, ensuring high performance."
103,Books,0.5059664904070179,0.7749999999999999,"Dive into this Books with our bestselling and informative read. It's classic and engaging, a must-read addition to any collection."
104,Sports,0.14655888490447538,0.2,"This Sports is comfortable and professional-grade, designed for lightweight activities. It's durable and high-performance, ideal for any sports enthusiast."
105,Sports,0.11272513624668247,0.04999999999999999,"This Sports is durable and professional-grade, designed for high-performance activities. It's lightweight and comfortable, ideal for any sports enthusiast."
106,Electronics,0.31659879657205375,0.04999999999999999,"This Electronics item features user-friendly design and durable functionality. It's high-performance and latest technology, perfect for everyday use."
107,Home,0.5841285277254401,0.30000000000000004,"Enhance your living space with our functional and cozy Home. It's elegant and durable, perfect for any home."
108,Books,0.9635527462063656,0.625,"Dive into this Books with our classic and engaging read. It's informative and bestselling, a must-read addition to any collection."
109,Electronics,0.13655057841528395,0.32499999999999996,"Experience the compact of our Electronics with this durable product. It's user-friendly and high-performance, ensuring high performance."
110,Books,0.004740776758038048,0.42500000000000004,"Our Books offers a must-read experience with classic insights. It's engaging and bestselling, ideal for any reader."
111,Electronics,0.506959217164043,0.475,"Experience the user-friendly of our Electronics with this high-performance product. It's durable and compact, ensuring high performance."
112,Home,0.847667092120991,0.575,"Our Home is modern and cozy, designed for functional use. It's durable and elegant, adding a touch of elegance to your home."
113,Books,0.4764075447233534,0.75,"Our Books offers a must-read experience with informative insights. It's classic and engaging, ideal for any reader."
114,Home,0.6589882290970238,0.575,"Our Home is durable and modern, designed for functional use. It's cozy and elegant, adding a touch of elegance to your home."
115,Books,0.3430985230657023,0.55,"Our Books offers a informative experience with engaging insights. It's must-read and bestselling, ideal for any reader."
116,Sports,0.9153548491663122,0.44999999999999996,"This Sports is lightweight and comfortable, designed for durable activities. It's high-performance and professional-grade, ideal for any sports enthusiast."
117,Books,0.2313458538463097,0.7,"Our Books offers a classic experience with informative insights. It's must-read and engaging, ideal for any reader."
118,Sports,0.5012864928381855,0.42500000000000004,"Achieve your best with our lightweight and professional-grade Sports. It's comfortable and high-performance, perfect for durable performance."
119,Electronics,0.33862112279422196,0.675,"This Electronics item features high-performance design and latest technology functionality. It's compact and user-friendly, perfect for everyday use."
120,Beauty,0.15101602544622056,0.275,"Experience natural ingredients and hypoallergenic care with our Beauty. It's luxurious and premium quality, perfect for a long-lasting routine."
121,Sports,0.739925849389169,0.675,"Achieve your best with our durable and lightweight Sports. It's high-performance and comfortable, perfect for professional-grade performance."
122,Home,0.9512348305273607,0.65,"Enhance your living space with our functional and durable Home. It's elegant and modern, perfect for any home."
123,Sports,0.052330881906035374,0.575,"This Sports is lightweight and durable, designed for high-performance activities. It's professional-grade and comfortable, ideal for any sports enthusiast."
124,Electronics,0.3733057801008935,0.375,"This Electronics item features high-performance design and durable functionality. It's user-friendly and latest technology, perfect for everyday use."
125,Clothing,0.11708097813975163,0.275,"Our Clothing is trendy and stylish, perfect for breathable wear. It's versatile and comfortable, making it a staple in any wardrobe."
126,Books,0.10346643975769364,0.875,"Our Books offers a classic experience with bestselling insights. It's informative and must-read, ideal for any reader."
127,Clothing,0.4122652403816933,0.125,"This Clothing combines breathable style with comfortable comfort. It's versatile and trendy, suitable for all occasions."
128,Beauty,0.7856317996717923,0.04999999999999999,"Our Beauty features natural ingredients ingredients and premium quality results. It's hypoallergenic and long-lasting, ensuring a luxurious glow."
129,Sports,0.48621325391519277,0.625,"Achieve your best with our comfortable and lightweight Sports. It's durable and professional-grade, perfect for high-performance performance."
130,Sports,0.5937518993496627,0.175,"This Sports is comfortable and professional-grade, designed for lightweight activities. It's durable and high-performance, ideal for any sports enthusiast."
131,Sports,0.7705788204785348,0.525,"This Sports is durable and comfortable, designed for lightweight activities. It's high-performance and professional-grade, ideal for any sports enthusiast."
132,Books,0.9504649607974229,0.8,"Our Books offers a bestselling experience with classic insights. It's informative and engaging, ideal for any reader."
133,Clothing,0.04854231244555198,0.8999999999999999,"Our Clothing is stylish and comfortable, perfect for breathable wear. It's trendy and versatile, making it a staple in any wardrobe."
134,Clothing,0.05654490569095808,1.0,"Our Clothing is trendy and stylish, perfect for comfortable wear. It's breathable and versatile, making it a staple in any wardrobe."
135,Clothing,0.011730383516683889,0.8500000000000001,"Our Clothing is trendy and versatile, perfect for stylish wear. It's comfortable and breathable, making it a staple in any wardrobe."
136,Home,0.053141271095443594,0.8,"Enhance your living space with our modern and elegant Home. It's durable and cozy, perfect for any home."
137,Home,0.6719544561275553,0.7749999999999999,"Enhance your living space with our functional and durable Home. It's cozy and elegant, perfect for any home."
138,Books,0.7568022042585952,0.15000000000000002,"Our Books offers a bestselling experience with must-read insights. It's classic and informative, ideal for any reader."
139,Home,0.1401365505784153,0.55,"Enhance your living space with our modern and functional Home. It's cozy and durable, perfect for any home."
140,Beauty,0.4843088393200835,0.44999999999999996,"Our Beauty features natural ingredients ingredients and long-lasting results. It's luxurious and premium quality, ensuring a hypoallergenic glow."
141,Books,0.655645373690715,0.7,"Our Books offers a classic experience with engaging insights. It's must-read and bestselling, ideal for any reader."
142,Sports,0.17919730950789117,0.825,"This Sports is high-performance and durable, designed for lightweight activities. It's professional-grade and comfortable, ideal for any sports enthusiast."
143,Clothing,0.7560525942583926,0.625,"Our Clothing is trendy and comfortable, perfect for versatile wear. It's breathable and stylish, making it a staple in any wardrobe."
144,Clothing,0.05326282947385482,0.275,"Our Clothing is comfortable and stylish, perfect for versatile wear. It's breathable and trendy, making it a staple in any wardrobe."
145,Books,0.8884904475374299,0.09999999999999998,"Our Books offers a must-read experience with engaging insights. It's informative and classic, ideal for any reader."
146,Sports,0.9441439251200389,0.65,"Achieve your best with our durable and lightweight Sports. It's professional-grade and high-performance, perfect for comfortable performance."
147,Sports,0.7007232723515469,0.7,"This Sports is comfortable and lightweight, designed for high-performance activities. It's durable and professional-grade, ideal for any sports enthusiast."
148,Clothing,0.5824874896168885,0.6,"This Clothing combines comfortable style with trendy comfort. It's versatile and breathable, suitable for all occasions."
149,Clothing,0.9428067829575154,0.65,"This Clothing combines versatile style with trendy comfort. It's breathable and comfortable, suitable for all occasions."
150,Home,0.1837760084280476,0.95,"Our Home is cozy and durable, designed for functional use. It's elegant and modern, adding a touch of elegance to your home."
151,Clothing,0.17532770112846696,0.5,"Our Clothing is breathable and versatile, perfect for comfortable wear. It's trendy and stylish, making it a staple in any wardrobe."
152,Sports,0.02637816811523734,0.125,"Achieve your best with our high-performance and lightweight Sports. It's professional-grade and comfortable, perfect for durable performance."
153,Clothing,0.07319840353329687,0.8,"Our Clothing is stylish and versatile, perfect for breathable wear. It's comfortable and trendy, making it a staple in any wardrobe."
154,Sports,0.9252415972770923,0.30000000000000004,"Achieve your best with our professional-grade and high-performance Sports. It's lightweight and comfortable, perfect for durable performance."
155,Beauty,0.9813002694544055,0.42500000000000004,"Experience luxurious and long-lasting care with our Beauty. It's hypoallergenic and natural ingredients, perfect for a premium quality routine."
156,Home,0.021596871897728888,0.525,"Enhance your living space with our cozy and functional Home. It's modern and elegant, perfect for any home."
157,Sports,0.017585445410158232,0.8,"This Sports is professional-grade and durable, designed for lightweight activities. It's comfortable and high-performance, ideal for any sports enthusiast."
158,Beauty,0.0036264916226017557,0.15000000000000002,"Our Beauty features luxurious ingredients and hypoallergenic results. It's premium quality and long-lasting, ensuring a natural ingredients glow."
159,Beauty,0.17627990842602162,0.04999999999999999,"Our Beauty features premium quality ingredients and long-lasting results. It's natural ingredients and luxurious, ensuring a hypoallergenic glow."
160,Books,0.07319840353329687,0.525,"Our Books offers a bestselling experience with informative insights. It's must-read and engaging, ideal for any reader."
161,Electronics,0.6554630361230981,0.175,"This Electronics item features high-performance design and latest technology functionality. It's durable and compact, perfect for everyday use."
162,Electronics,0.8979517413237706,0.9750000000000001,"This Electronics item features high-performance design and durable functionality. It's compact and user-friendly, perfect for everyday use."
163,Clothing,0.07127372920845236,0.07500000000000001,"This Clothing combines stylish style with trendy comfort. It's versatile and breathable, suitable for all occasions."
164,Home,0.547802832310217,0.65,"Enhance your living space with our elegant and durable Home. It's modern and cozy, perfect for any home."
165,Electronics,0.08304463218460667,0.8,"This Electronics item features user-friendly design and compact functionality. It's high-performance and latest technology, perfect for everyday use."
166,Books,0.48868494094288784,0.5,"Dive into this Books with our classic and bestselling read. It's must-read and informative, a engaging addition to any collection."
167,Electronics,0.9771875443181588,0.925,"Experience the compact of our Electronics with this latest technology product. It's high-performance and durable, ensuring high performance."
168,Electronics,0.05364776433882373,0.42500000000000004,"This Electronics item features compact design and latest technology functionality. It's durable and high-performance, perfect for everyday use."
169,Beauty,0.33983670657833426,0.22499999999999998,"Experience luxurious and premium quality care with our Beauty. It's long-lasting and hypoallergenic, perfect for a natural ingredients routine."
170,Home,0.21637391357199295,0.675,"Our Home is cozy and elegant, designed for functional use. It's modern and durable, adding a touch of elegance to your home."
171,Sports,0.3020523106221763,0.95,"This Sports is high-performance and durable, designed for professional-grade activities. It's lightweight and comfortable, ideal for any sports enthusiast."
172,Clothing,0.16766952328855936,0.8999999999999999,"Our Clothing is trendy and comfortable, perfect for versatile wear. It's breathable and stylish, making it a staple in any wardrobe."
173,Home,0.7519196093924106,0.275,"Our Home is modern and elegant, designed for cozy use. It's functional and durable, adding a touch of elegance to your home."
174,Electronics,0.2969265989991694,0.125,"Experience the durable of our Electronics with this user-friendly product. It's latest technology and high-performance, ensuring high performance."
175,Electronics,0.20134119410847062,0.15000000000000002,"This Electronics item features latest technology design and durable functionality. It's high-performance and compact, perfect for everyday use."
176,Sports,0.9649304078283595,0.32499999999999996,"This Sports is lightweight and high-performance, designed for professional-grade activities. It's comfortable and durable, ideal for any sports enthusiast."
177,Home,0.8483356632022528,0.42500000000000004,"Our Home is elegant and durable, designed for cozy use. It's modern and functional, adding a touch of elegance to your home."
178,Books,0.9459065216070017,0.7749999999999999,"Our Books offers a engaging experience with classic insights. It's informative and bestselling, ideal for any reader."
179,Books,0.889300836726838,0.8999999999999999,"Dive into this Books with our must-read and bestselling read. It's engaging and classic, a informative addition to any collection."
180,Home,0.03583946190157823,0.575,"Our Home is modern and durable, designed for cozy use. It's functional and elegant, adding a touch of elegance to your home."
181,Home,0.4136226422739521,0.825,"Enhance your living space with our elegant and durable Home. It's functional and cozy, perfect for any home."
182,Books,0.10429708867683707,0.42500000000000004,"Dive into this Books with our classic and bestselling read. It's engaging and informative, a must-read addition to any collection."
183,Beauty,0.04394335379566036,1.0,"Experience long-lasting and premium quality care with our Beauty. It's natural ingredients and luxurious, perfect for a hypoallergenic routine."
184,Sports,0.7435928604712413,0.125,"Achieve your best with our comfortable and lightweight Sports. It's high-performance and durable, perfect for professional-grade performance."
185,Beauty,0.7485159747968961,0.725,"Our Beauty features long-lasting ingredients and premium quality results. It's hypoallergenic and natural ingredients, ensuring a luxurious glow."
186,Clothing,0.31915152251868967,0.8,"Our Clothing is breathable and trendy, perfect for versatile wear. It's stylish and comfortable, making it a staple in any wardrobe."
187,Electronics,0.3380741100913714,0.6,"This Electronics item features compact design and high-performance functionality. It's durable and latest technology, perfect for everyday use."
188,Clothing,0.5674547701533661,0.175,"Our Clothing is versatile and comfortable, perfect for stylish wear. It's trendy and breathable, making it a staple in any wardrobe."
189,Beauty,0.5327498531169593,0.725,"Experience premium quality and long-lasting care with our Beauty. It's natural ingredients and luxurious, perfect for a hypoallergenic routine."
190,Electronics,0.2829068660224073,0.8999999999999999,"This Electronics item features user-friendly design and durable functionality. It's compact and latest technology, perfect for everyday use."
191,Clothing,0.4665207966125732,0.8,"This Clothing combines stylish style with trendy comfort. It's comfortable and breathable, suitable for all occasions."
192,Home,0.11201604570595029,0.7749999999999999,"Our Home is functional and elegant, designed for modern use. It's durable and cozy, adding a touch of elegance to your home."
193,Beauty,0.12921655625113962,0.675,"Experience long-lasting and luxurious care with our Beauty. It's premium quality and hypoallergenic, perfect for a natural ingredients routine."
194,Electronics,0.35851617739419356,0.8,"Experience the durable of our Electronics with this high-performance product. It's compact and user-friendly, ensuring high performance."
195,Beauty,0.0679511335318787,0.525,"Our Beauty features hypoallergenic ingredients and luxurious results. It's long-lasting and premium quality, ensuring a natural ingredients glow."
196,Electronics,0.5807856723191313,0.125,"This Electronics item features high-performance design and durable functionality. It's latest technology and compact, perfect for everyday use."
197,Sports,0.09564618407990438,0.32499999999999996,"Achieve your best with our comfortable and high-performance Sports. It's durable and lightweight, perfect for professional-grade performance."
198,Home,0.25397597196053406,0.8,"Our Home is elegant and functional, designed for cozy use. It's durable and modern, adding a touch of elegance to your home."
199,Electronics,0.5824064506979476,0.55,"Experience the durable of our Electronics with this user-friendly product. It's latest technology and high-performance, ensuring high performance."
200,Home,0.1576814765291031,0.275,"Enhance your living space with our elegant and modern Home. It's functional and cozy, perfect for any home."
201,Home,0.546526469336899,0.575,"Enhance your living space with our modern and durable Home. It's elegant and cozy, perfect for any home."
202,Beauty,0.7328349439818472,0.2,"Our Beauty features luxurious ingredients and long-lasting results. It's hypoallergenic and natural ingredients, ensuring a premium quality glow."
203,Sports,0.13201239895459793,0.04999999999999999,"Achieve your best with our durable and lightweight Sports. It's professional-grade and high-performance, perfect for comfortable performance."
204,Electronics,0.21742741951822364,0.2,"Experience the durable of our Electronics with this high-performance product. It's compact and latest technology, ensuring high performance."
205,Books,0.20608197086650865,0.09999999999999998,"Dive into this Books with our informative and classic read. It's engaging and bestselling, a must-read addition to any collection."
206,Sports,0.7663242772341416,0.9750000000000001,"Achieve your best with our comfortable and durable Sports. It's high-performance and lightweight, perfect for professional-grade performance."
207,Home,0.41214368200328205,0.875,"Enhance your living space with our functional and durable Home. It's elegant and cozy, perfect for any home."
208,Home,0.3639660446929638,0.7,"Enhance your living space with our functional and durable Home. It's cozy and elegant, perfect for any home."
209,Books,0.35622682793411536,0.09999999999999998,"Dive into this Books with our must-read and engaging read. It's informative and classic, a bestselling addition to any collection."
210,Home,0.8914281083490346,0.2,"Our Home is functional and elegant, designed for modern use. It's cozy and durable, adding a touch of elegance to your home."
211,Sports,0.47164650823558013,0.825,"Achieve your best with our high-performance and comfortable Sports. It's durable and professional-grade, perfect for lightweight performance."
212,Electronics,0.7509268826353857,0.22499999999999998,"This Electronics item features high-performance design and durable functionality. It's latest technology and compact, perfect for everyday use."
213,Clothing,0.015863368382665777,0.8,"Our Clothing is breathable and versatile, perfect for stylish wear. It's trendy and comfortable, making it a staple in any wardrobe."
214,Clothing,0.4080714763265058,0.575,"Our Clothing is stylish and versatile, perfect for comfortable wear. It's trendy and breathable, making it a staple in any wardrobe."
215,Books,0.3767296744261432,0.04999999999999999,"Dive into this Books with our engaging and classic read. It's must-read and bestselling, a informative addition to any collection."
